comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,10,NA,Garber,Series,No ,,,2,9,15,NA,NA,NA,Low,4,0,7,NA,Tree cover,Other tree cover,,No,Well drained,2316,2560,2804,0,NA,360,"drainageways, mountain slopes, mountains",0.09,0.16,0.23,7,8,9,380,445,510,NA,NA,NA,70,85,100,6,e,NA,NA,,NA,NA,NA,NA,1000,1750,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Pachic Haploborolls",Mollisols,Borolls,Haploborolls,Pachic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497333,15697467
NA,90,NA,Aquolls,Taxon above family,Yes,,,1,6,10,NA,NA,NA,Low,4,86,3,NA,Grass/herbaceous cover,,,Yes,Poorly drained,1829,2600,4050,0,NA,360,"drainageways, flood plains, mountains",0.09,0.16,0.23,-2.2,2.8,7.8,380,510,640,NA,NA,NA,20,70,100,5,w,NA,5,w,NA,NA,NA,NA,2000,3000,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,NA,NA,NA,A/D,Moderate,High,Aquolls,Mollisols,Aquolls,,,not used,NA,,not used,not used,,,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497333,15697468
NA,10,NA,Legault,Series,No ,,,15,45,70,NA,NA,NA,Very high,2,0,7,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2316,2835,3353,0,NA,360,"mountain slopes, mountains",0.09,0.16,0.23,3,5,6,457,534,610,NA,NA,NA,50,63,75,6,e,NA,NA,,NA,NA,NA,NA,150,200,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Sandy-skeletal, mixed, shallow Typic Cryorthents",Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,NA,,not used,,Typic,cryic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497335,15697435
NA,35,NA,Catamount,Series,Yes,,very bouldery,5,38,70,NA,NA,NA,High,2,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Excessively drained,2743,3124,3505,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,0,3,6,460,530,610,NA,NA,NA,30,45,60,7,e,NA,NA,,NA,NA,NA,NA,50,75,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,D,Moderate,Low,"Loamy-skeletal, mixed, nonacid, shallow Typic Cryorthents",Entisols,Orthents,Cryorthents,Typic Cryorthents,loamy-skeletal,NA,,nonacid,,Typic,cryic,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497335,15697436
NA,50,NA,Ivywild,Series,Yes,,very bouldery,5,38,70,NA,NA,NA,High,3,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,2896,3277,3658,0,NA,360,"mountain slopes, mountains",0.02,0.09,0.16,0,3,6,460,530,610,NA,NA,NA,30,45,60,7,e,NA,NA,,NA,NA,NA,NA,150,237,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C,High,Moderate,"Loamy-skeletal, mixed Dystric Cryochrepts",Inceptisols,Ochrepts,Cryochrepts,Dystric Cryochrepts,loamy-skeletal,NA,,not used,,,cryic,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497335,15697437
NA,5,NA,Aquolls,Taxon above family,No ,,,1,6,10,NA,NA,NA,Low,4,86,3,NA,Grass/herbaceous cover,,,Yes,Poorly drained,1829,2600,4050,0,NA,360,"drainageways, flood plains, mountains, river valleys",0.09,0.16,0.23,-2.2,2.8,7.8,380,510,640,NA,NA,NA,20,70,100,5,w,NA,5,w,NA,NA,NA,NA,2000,3000,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,NA,NA,NA,A/D,Moderate,High,Aquolls,Mollisols,Aquolls,,,not used,NA,,not used,not used,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497335,15697438
NA,80,NA,Kassler,Series,Yes,COOL,,5,20,35,NA,NA,NA,Medium,5,48,6,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1890,2012,2134,180,290,90,"mountains, outwash fans, stream terraces",0.09,0.16,0.23,5,7,9,381,445,508,NA,NA,NA,70,85,100,6,e,NA,NA,,NA,NA,NA,NA,900,1450,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,A,Low,Low,"Sandy-skeletal, mixed Torriorthentic Haploborolls",Mollisols,Borolls,Haploborolls,Torriorthentic Haploborolls,sandy-skeletal,NA,,not used,,Aridic (torric),frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497336,15697474
NA,20,NA,Pring,Series,No ,,,5,20,35,NA,NA,NA,Low,5,86,3,NA,,,,No,Well drained,2073,2194,2316,102,181,260,"hills, uplands",NA,0.16,NA,NA,6.1,NA,NA,432,NA,NA,NA,NA,NA,120,NA,3,e,NA,NA,,NA,NA,NA,NA,1200,1600,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Low,Moderate,"Coarse-loamy, mixed, superactive, frigid Aridic Haplustolls",Mollisols,Ustolls,Argiustolls,Aridic Haplustolls,coarse-loamy,NA,superactive,not used,frigid,Aridic (torric),frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497336,15697475
NA,85,NA,Kutch,Series,Yes,MAP 15-17,,10,25,40,NA,NA,NA,Very high,3,48,6,NA,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1372,1707,2042,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,8,10,12,330,394,457,NA,NA,NA,120,150,180,6,e,NA,NA,,NA,NA,NA,NA,900,1250,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, montmorillonitic, mesic Torrertic Argiustolls",Mollisols,Ustolls,Argiustolls,Torrertic Argiustolls,fine,NA,,not used,mesic,Aridic (torric),mesic,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497337,15697360
NA,10,NA,Pendant,Series,No ,,,10,25,40,NA,NA,NA,Very high,1,86,5,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,1981,2393,2804,90,225,360,"mountain slopes, mountains",0.02,0.09,0.16,6,7,8,356,432,508,NA,NA,NA,80,100,120,7,e,NA,NA,,NA,NA,NA,NA,250,350,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,D,Low,Moderate,"Loamy-skeletal, mixed Lithic Haploborolls",Mollisols,Borolls,Haploborolls,Lithic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497337,15697361
NA,5,NA,Kutch,Taxadjunct,No ,MAP 15-17,shallow,10,25,40,NA,NA,NA,Very high,2,48,6,NA,Grass/herbaceous cover,Grassland rangeland,,No,Well drained,1372,1707,2042,0,NA,360,"foothills, mountain slopes, mountains",0.16,0.23,0.3,8,10,12,330,394,457,NA,NA,NA,120,150,180,6,e,NA,NA,,NA,NA,NA,NA,900,1250,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, montmorillonitic, mesic Torrertic Argiustolls",Mollisols,Ustolls,Argiustolls,Torrertic Argiustolls,fine,NA,,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497337,15697362
NA,10,NA,Tecolote,Series,No ,,,15,40,65,NA,NA,NA,Medium,4,0,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2286,2515,2743,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,508,572,635,NA,NA,NA,65,70,75,7,e,NA,NA,,NA,NA,NA,NA,300,450,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497340,15697389
NA,30,NA,Rock outcrop,Miscellaneous area,Yes,,,15,40,65,NA,NA,NA,Very high,NA,0,8,NA,Barren land,Rock,,No,,2316,2835,3353,0,NA,360,"mountain slopes, mountains",NA,NA,NA,3,5,6,457,534,610,NA,NA,NA,50,63,75,8,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497340,15697390
NA,50,NA,Legault,Series,Yes,,,15,40,65,NA,NA,NA,Very high,2,48,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2316,2835,3353,0,NA,360,"mountain slopes, mountains",0.09,0.16,NA,3,5,6,457,534,610,NA,NA,NA,50,63,75,7,e,NA,NA,,NA,NA,NA,NA,150,200,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Low,"Sandy-skeletal, mixed, shallow Typic Cryorthents",Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,NA,,not used,,Typic,cryic,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497340,15697391
NA,5,NA,Sphinx,Series,No ,,,15,40,65,NA,NA,NA,Very high,2,86,7,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1981,2210,2438,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,432,521,610,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497340,15697392
NA,5,NA,Herbman,Series,No ,,,15,40,65,NA,NA,NA,High,2,0,8,NA,Grass/herbaceous cover,Other grass/herbaceous cover,,No,Well drained,2743,3201,3658,0,NA,360,"mountain slopes, mountains",0.16,0.23,0.3,0,3,6,508,572,635,NA,NA,NA,20,40,60,7,e,NA,NA,,NA,NA,NA,NA,200,325,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Loamy-skeletal, mixed, shallow Typic Cryoborolls",Mollisols,Borolls,Cryoborolls,Typic Cryoborolls,loamy-skeletal,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497340,15697393
NA,5,NA,Rock outcrop,Miscellaneous area,No ,,,15,28,40,NA,NA,NA,Very high,NA,0,8,NA,Barren land,,,No,,NA,NA,NA,75,210,345,"mountain slopes, mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497343,15697378
NA,10,NA,Pendant,Taxadjunct,No ,"COOL, HIGH PPT",mod deep,15,28,40,NA,NA,NA,Very high,2,86,5,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,1981,2393,2804,90,225,360,"mountain slopes, mountains",0.02,0.09,0.16,6,7,8,356,432,508,NA,NA,NA,80,100,120,7,e,NA,NA,,NA,NA,NA,NA,250,350,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,D,Low,Moderate,"Loamy-skeletal, mixed Lithic Haploborolls",Mollisols,Borolls,Haploborolls,Lithic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497343,15697379
NA,5,NA,Fortwingate,Series,No ,MOIST,,15,28,40,NA,NA,NA,Very high,2,48,6,NA,Grass/herbaceous cover,Shrubby rangeland,,No,Well drained,2012,2225,2438,60,180,330,"mountain slopes, mountains",0.16,0.23,0.3,6,7,7,410,440,480,NA,NA,NA,60,80,100,6,e,NA,NA,,NA,NA,NA,NA,325,450,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Low,Moderate,"Fine, montmorillonitic Typic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Typic Eutroboralfs,fine,NA,,not used,,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497343,15697380
NA,80,NA,Pendant,Series,Yes,"COOL, HIGH PPT",,15,28,40,NA,NA,NA,Very high,1,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,1981,2393,2804,90,225,360,"mountain slopes, mountains",0.02,0.09,0.16,6,7,8,356,432,508,NA,NA,NA,80,100,120,7,e,NA,NA,,NA,NA,NA,NA,250,350,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,D,Low,Low,"Loamy-skeletal, mixed Lithic Haploborolls",Mollisols,Borolls,Haploborolls,Lithic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497343,15697381
NA,60,NA,Pendant,Series,Yes,"COOL, HIGH PPT",,15,43,70,NA,NA,NA,Very high,1,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,1981,2393,2804,75,210,345,"mountain slopes, mountains",0.02,0.09,0.16,6,7,8,356,432,508,NA,NA,NA,80,100,120,7,e,NA,NA,,NA,NA,NA,NA,250,350,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,D,Low,Low,"Loamy-skeletal, mixed Lithic Haploborolls",Mollisols,Borolls,Haploborolls,Lithic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497346,15697372
NA,10,NA,Pendant,Taxadjunct,No ,"COOL, HIGH PPT",mod deep,15,28,40,NA,NA,NA,Very high,2,86,5,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,1981,2393,2804,90,225,360,"mountain slopes, mountains",0.02,0.09,0.16,6,7,8,356,432,508,NA,NA,NA,80,100,120,7,e,NA,NA,,NA,NA,NA,NA,250,350,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,D,Low,Moderate,"Loamy-skeletal, mixed Lithic Haploborolls",Mollisols,Borolls,Haploborolls,Lithic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497346,15697373
NA,30,NA,Rock outcrop,Miscellaneous area,Yes,,,15,43,70,NA,NA,NA,Very high,NA,0,8,NA,Barren land,,,No,,NA,NA,NA,75,210,345,"mountain slopes, mountains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497346,15697374
NA,30,NA,Security,Series,Yes,DRY,,15,40,65,NA,NA,NA,High,3,48,6,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,1829,2134,2438,0,NA,360,"mountain slopes, mountains",0.09,0.16,0.23,7,8,9,381,432,457,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,200,375,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Low,"Loamy-skeletal, mixed Mollic Eutroboralfs",Alfisols,Boralfs,Eutroboralfs,Mollic Eutroboralfs,loamy-skeletal,NA,,not used,,,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497349,15697397
NA,40,NA,Rock outcrop,Miscellaneous area,Yes,,,15,40,65,NA,NA,NA,Very high,NA,0,8,NA,Barren land,Rock,,No,,1829,2134,2438,0,NA,360,"mountain slopes, mountains",NA,NA,NA,7,8,9,381,432,457,NA,NA,NA,NA,NA,100,8,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497349,15697398
NA,25,NA,Cathedral,Series,Yes,MOIST,,15,40,65,NA,NA,NA,Very high,1,56,8,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,1829,2134,2438,0,NA,360,"mountain slopes, mountains",0.09,0.16,0.23,7,8,9,381,432,457,NA,NA,NA,70,85,100,7,e,NA,NA,,NA,NA,NA,NA,175,262,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,D,Low,Low,"Loamy-skeletal, mixed Lithic Haploborolls",Mollisols,Borolls,Haploborolls,Lithic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497349,15697399
NA,5,NA,Legault,Series,No ,,,15,40,65,NA,NA,NA,Very high,2,0,7,NA,Tree cover,Other grass/herbaceous cover,,No,Well drained,2316,2835,3353,0,NA,360,"mountain slopes, mountains",0.09,0.16,0.23,3,5,6,457,534,610,NA,NA,NA,50,63,75,6,e,NA,NA,,NA,NA,NA,NA,150,200,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Sandy-skeletal, mixed, shallow Typic Cryorthents",Entisols,Orthents,Cryorthents,Typic Cryorthents,sandy-skeletal,NA,,not used,,Typic,cryic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497349,15697400
NA,40,NA,Sphinx,Series,Yes,COOL,,15,43,70,NA,NA,NA,Very high,2,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1829,2133,2438,0,135,270,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,381,444,508,NA,NA,NA,75,100,125,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Low,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497350,15697452
NA,5,NA,Garber,Series,No ,,,15,45,80,NA,NA,NA,Low,4,0,7,NA,Tree cover,Other tree cover,,No,Well drained,2316,2560,2804,0,NA,360,"mountain slopes, mountains",0.09,0.16,0.23,7,8,9,380,445,510,NA,NA,NA,70,85,100,6,e,NA,NA,,NA,NA,NA,NA,1000,1750,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Pachic Haploborolls",Mollisols,Borolls,Haploborolls,Pachic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497350,15697453
NA,45,NA,Rock outcrop,Miscellaneous area,Yes,,,30,55,80,NA,NA,NA,Very high,NA,0,8,NA,Barren land,Rock,,No,,1829,2133,2438,0,135,270,"mountain slopes, mountains",0.09,0.16,0.23,6,7,8,381,444,508,NA,NA,NA,75,100,125,8,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497350,15697454
NA,10,NA,Sphinx,Taxadjunct,No ,COOL,mollic,15,43,70,NA,NA,NA,Very high,2,86,7,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1829,2133,2438,0,135,270,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,381,444,508,NA,NA,NA,75,100,125,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497350,15697455
NA,10,NA,Sphinx,Taxadjunct,No ,COOL,mollic,15,43,70,NA,NA,NA,Very high,2,86,7,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1829,2133,2438,0,135,270,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,381,444,508,NA,NA,NA,75,100,125,7,e,NA,NA,,NA,NA,NA,NA,150,225,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497351,15697524
NA,45,NA,Rock outcrop,Miscellaneous area,Yes,,,15,48,80,NA,NA,NA,Very high,NA,0,8,NA,Barren land,Rock,,No,,1981,2210,2438,90,180,270,"mountain slopes, mountains",NA,NA,NA,6,7,8,381,444,508,NA,NA,NA,75,100,125,8,s,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,,,,,,,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497351,15697525
NA,5,NA,Garber,Series,No ,,,15,45,80,NA,NA,NA,Low,4,0,7,NA,Tree cover,Other tree cover,,No,Well drained,2316,2560,2804,0,NA,360,"mountain slopes, mountains",0.09,0.16,0.23,7,8,9,380,445,510,NA,NA,NA,70,85,100,6,e,NA,NA,,NA,NA,NA,NA,1000,1750,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Pachic Haploborolls",Mollisols,Borolls,Haploborolls,Pachic Haploborolls,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497351,15697526
NA,40,NA,Sphinx,Series,Yes,,warm,15,48,80,NA,NA,NA,Very high,2,56,5,NA,Tree cover,Other grass/herbaceous cover,,No,Somewhat excessively drained,1829,2133,2438,90,180,270,"mountain slopes, mountains",0.16,0.23,0.3,6,7,8,381,444,508,NA,NA,NA,75,100,125,7,e,NA,NA,,NA,NA,NA,NA,100,150,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Low,"Sandy-skeletal, mixed, frigid, shallow Typic Ustorthents",Entisols,Orthents,Ustorthents,Typic Ustorthents,sandy-skeletal,NA,,not used,frigid,Typic,frigid,first edition,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497351,15697527
NA,10,NA,Condie,Series,No ,,,30,40,50,NA,NA,NA,Very high,3,86,3,NA,Tree cover,Shrubby rangeland,,No,Well drained,2591,2744,2896,0,NA,360,"mountain slopes, mountains",0.09,0.16,0.23,5,7,9,510,545,580,NA,NA,NA,50,60,70,6,e,NA,NA,,NA,NA,NA,NA,400,600,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0,0,0,NA,NA,NA,B,Moderate,Moderate,"Loamy-skeletal, mixed Mollic Cryoboralfs",Alfisols,Boralfs,Cryoboralfs,Mollic Cryoboralfs,loamy-skeletal,NA,,not used,,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,497359,15697495
