comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,30,NA,Tassel,Series,Yes,,,3,11,18,NA,NA,NA,Medium,2,86,3,,,,,No,Well drained,1707,1829,1951,107,196,285,hills,NA,0.23,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,6,s,NA,NA,,NA,NA,,NA,750,1100,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,Low,Low,"Loamy, mixed, superactive, calcareous, mesic, shallow Ustic Torriorthents",Entisols,Orthents,Torriorthents,Ustic Torriorthents,loamy,,superactive,calcareous,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95418,14875674
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95418,14875675
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95418,14875676
NA,85,NA,Nunn,Series,Yes,NIRR,,0,2,3,NA,NA,NA,Low,5,48,6,,,,,No,Well drained,1646,1814,1981,74,169,264,"fans, terraces, uplands",NA,0.23,NA,7.8,8.3,10,330,356,381,NA,NA,NA,135,145,155,3,c,NA,2,e,NA,NA,,NA,800,950,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,C,Low,High,"Fine, smectitic, mesic Aridic Argiustolls",Mollisols,Ustolls,Argiustolls,Aridic Argiustolls,fine,,,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95421,14875684
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95421,14875685
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95421,14875686
NA,50,NA,Paunsaugunt,Series,Yes,,,15,33,50,NA,NA,NA,High,1,86,4L,,,,,No,Somewhat excessively drained,2195,2316,2438,66,135,204,mountains,NA,0.09,NA,NA,6.1,NA,NA,381,NA,NA,NA,NA,80,90,100,7,s,NA,NA,,NA,NA,,NA,500,700,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,D,Moderate,High,"Loamy-skeletal, mixed, superactive, frigid Lithic Haplustolls",Mollisols,Ustolls,Haplustolls,Lithic Haplustolls,loamy-skeletal,,superactive,not used,frigid,,frigid,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95426,14875694
NA,40,NA,Rock outcrop,Miscellaneous area,Yes,,,15,40,65,NA,NA,NA,,NA,0,8,,Barren land,,,No,,NA,NA,NA,66,135,204,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,s,8,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,D,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95426,14875695
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95426,14875696
NA,50,NA,Penrose,Series,Yes,,,10,28,45,NA,NA,NA,High,1,56,5,,,,,No,Well drained,1768,1890,2012,74,167,260,hills,NA,0.23,NA,8.9,9.5,11,305,330,356,NA,NA,NA,125,138,150,7,e,NA,NA,,NA,NA,,NA,300,400,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,Low,Moderate,"Loamy, carbonatic, mesic Lithic Ustic Torriorthents",Entisols,Orthents,Torriorthents,Lithic Ustic Torriorthents,loamy,,,not used,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95427,14875697
NA,30,NA,Manvel,Series,Yes,"NIRR, LOW PPT, MAP10-14",,3,9,15,NA,NA,NA,Medium,5,86,4L,,,,,No,Well drained,1768,1890,2012,74,167,260,hills,NA,0.23,NA,8.9,9.5,11,305,330,356,NA,NA,NA,125,143,160,6,e,NA,NA,,NA,NA,,NA,500,800,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,C,Moderate,Moderate,"Fine-silty, mixed, superactive, calcareous, mesic Ustic Torriorthents",Entisols,Orthents,Torriorthents,Ustic Torriorthents,fine-silty,,superactive,calcareous,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95427,14875698
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95427,14875699
NA,90,NA,"Pits, gravel",Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,Very low,NA,0,8,,,,,No,,NA,NA,NA,100,171,242,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,s,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,None,0,0,0,NA,NA,NA,A,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95434,14875719
NA,NA,NA,Aquolls,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,marshes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95434,14875720
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,marshes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95434,14875721
NA,85,NA,Razor,Series,Yes,WARM,,3,6,9,NA,NA,NA,Medium,3,48,6,,,,,No,Well drained,1615,1737,1859,60,172,285,"hills, uplands",NA,0.3,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,6,e,NA,6,e,NA,NA,,NA,900,1200,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,High,High,"Fine, smectitic, mesic Ustollic Camborthids",Aridisols,Orthids,Camborthids,Ustollic Camborthids,fine,,,not used,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95437,14875727
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95437,14875728
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95437,14875729
NA,85,NA,Razor,Series,Yes,,,5,10,15,NA,NA,NA,Medium,3,38,7,,,,,No,Well drained,1829,2012,2195,34,121,209,"hills, uplands",NA,0.3,NA,8.9,9.5,10.5,356,381,406,NA,NA,NA,135,145,155,7,e,NA,NA,,NA,NA,,NA,500,800,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,High,High,"Fine, smectitic, mesic Ustollic Camborthids",Aridisols,Orthids,Camborthids,Ustollic Camborthids,fine,,,not used,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95438,14875730
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95438,14875731
NA,50,NA,Razor,Series,Yes,WARM,,3,9,15,NA,NA,NA,Medium,3,38,7,,,,,No,Well drained,1615,1737,1859,63,162,261,"hills, uplands",NA,0.3,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,6,e,NA,6,e,NA,NA,,NA,900,1200,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,High,High,"Fine, smectitic, mesic Ustollic Camborthids",Aridisols,Orthids,Camborthids,Ustollic Camborthids,fine,,,not used,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95439,14875732
NA,30,NA,Midway,Series,Yes,"SHALLOW, LOW PE",,3,14,25,NA,NA,NA,Medium,2,48,6,,,,,No,Well drained,1615,1737,1859,63,162,261,hills,NA,0.3,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,145,155,7,e,NA,NA,,NA,NA,,NA,300,550,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,High,High,"Clayey, smectitic, calcareous, mesic, shallow Ustic Torriorthents",Entisols,Orthents,Torriorthents,Ustic Torriorthents,clayey,,,calcareous,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95439,14875733
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95439,14875734
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95439,14875735
NA,90,NA,Sampson,Series,Yes,"WARM, LOW PPT, NIRR",,0,2,3,NA,NA,NA,Low,5,48,6,,,,,No,Well drained,1676,1828,1981,96,163,230,"alluvial fans, depressions, terraces",NA,0.16,NA,8.3,8.9,10,330,356,381,NA,NA,NA,135,145,155,3,c,NA,2,e,NA,NA,,NA,800,1200,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,B,Low,Moderate,"Fine-loamy, mixed, superactive, mesic Pachic Argiustolls",Mollisols,Ustolls,Argiustolls,Pachic Argiustolls,fine-loamy,,superactive,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95442,14875744
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95442,14875745
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95442,14875746
NA,85,NA,Blakeland,Series,Yes,"PE25-31, NIRR",,1,5,9,NA,NA,NA,Low,5,134,2,,,,,No,Somewhat excessively drained,1402,1585,1768,100,175,249,"flats, hills, uplands",NA,0.16,NA,7.8,8.3,8.9,356,381,406,NA,NA,NA,125,135,145,6,e,NA,3,e,NA,NA,,NA,1200,1500,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,A,Low,Moderate,"Sandy, mixed, mesic Torriorthentic Haplustolls",Mollisols,Ustolls,Haplustolls,Torriorthentic Haplustolls,sandy,,,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95444,14875750
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95444,14875751
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95444,14875752
NA,85,NA,Satanta,Series,Yes,COOL,,3,4,5,NA,NA,NA,Low,5,56,5,,,,,No,Well drained,1798,1890,1981,53,133,213,hills,NA,0.16,NA,7.8,8.3,10,356,381,406,NA,NA,NA,135,145,155,3,e,NA,2,e,NA,NA,,NA,800,1200,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,B,Low,Low,"Fine-loamy, mixed, superactive, mesic Aridic Argiustolls",Mollisols,Ustolls,Argiustolls,Aridic Argiustolls,fine-loamy,,superactive,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95445,14875753
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95445,14875754
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95445,14875755
NA,40,NA,Schamber,Series,Yes,,,8,29,50,NA,NA,NA,Medium,2,48,6,,,,,No,Well drained,1676,1828,1981,56,151,245,breaks,NA,0.23,NA,8.9,9.5,11,305,330,356,NA,NA,NA,135,153,170,7,e,NA,NA,,NA,NA,,NA,600,800,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,A,Low,Moderate,"Sandy-skeletal, mixed, mesic Ustic Torriorthents",Entisols,Orthents,Torriorthents,Ustic Torriorthents,sandy-skeletal,,,not used,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95447,14875759
NA,30,NA,Razor,Series,Yes,WARM,,8,12,15,NA,NA,NA,Medium,3,48,6,,,,,No,Well drained,1676,1828,1981,56,151,245,breaks,NA,0.3,NA,8.9,9.5,11,305,330,356,NA,NA,NA,140,155,170,6,e,NA,6,e,NA,NA,,NA,900,1200,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Low,0,0,0,NA,NA,NA,D,High,High,"Fine, smectitic, mesic Ustollic Camborthids",Aridisols,Orthids,Camborthids,Ustollic Camborthids,fine,,,not used,mesic,Ustic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95447,14875760
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95447,14875761
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95447,14875762
NA,80,NA,Stapleton,Series,Yes,,,3,6,8,NA,NA,NA,Low,2,86,3,,,,,No,Well drained,1981,2103,2225,89,162,235,"hills, uplands",NA,0.23,NA,7.8,8.3,8.9,356,381,406,NA,NA,NA,125,135,145,3,e,NA,NA,,NA,NA,,NA,800,1000,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,B,Low,Moderate,"Coarse-loamy, mixed, superactive, mesic Aridic Haplustolls",Mollisols,Ustolls,Haplustolls,Aridic Haplustolls,coarse-loamy,,superactive,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95448,14875763
NA,NA,NA,Fluvaquentic Haplaquolls,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,swales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95448,14875764
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95448,14875765
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95448,14875766
NA,85,NA,Stapleton,Series,Yes,,,8,12,15,NA,NA,NA,Low,2,86,3,,,,,No,Well drained,1981,2103,2225,126,204,281,"hills, uplands",NA,0.23,NA,7.8,8.3,8.9,356,381,406,NA,NA,NA,125,135,145,4,e,NA,NA,,NA,NA,,NA,800,1000,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Moderate,0,0,0,NA,NA,NA,B,Low,Moderate,"Coarse-loamy, mixed, superactive, mesic Aridic Haplustolls",Mollisols,Ustolls,Haplustolls,Aridic Haplustolls,coarse-loamy,,superactive,not used,mesic,Aridic (torric),mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95449,14875767
NA,NA,NA,Other soils,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,No,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95449,14875768
NA,NA,NA,Pleasant,,No ,,,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,Yes,,NA,NA,NA,NA,NA,NA,depressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,95449,14875769
