comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,85,NA,McBee,Series,Yes,,,0,2,3,NA,NA,NA,,5,48,6,NA,,,,No,Moderately well drained,88,197,305,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Low,High,"Fine-silty, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,fine-silty,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62741,14897160
NA,3,NA,Wapato,Series,No ,,,0,2,3,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,396,762,NA,NA,NA,flood plains,0.16,0.23,0.23,10,11,12,914,1219,1524,NA,NA,NA,150,180,210,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62741,14897161
NA,85,NA,Bashaw,Series,Yes,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,88,120,152,NA,NA,NA,"alluvial fans, flood plains, terraces",0.09,0.16,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,Xeric,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62745,14897165
NA,3,NA,Awbrig,Series,No ,,,0,1,2,NA,NA,NA,,3,38,7,NA,,,Farmable under natural conditions,Yes,Poorly drained,61,122,183,NA,NA,NA,terraces,0.3,0.3,0.37,10,11,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Vertic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Vertic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62745,14897166
NA,3,NA,Conser,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,213,396,NA,NA,NA,stream terraces,0.23,0.23,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62745,14897167
NA,3,NA,Courtney,Series,No ,,,0,2,3,NA,NA,NA,,3,38,7,NA,,,Farmable under natural conditions,Yes,Poorly drained,53,149,244,NA,NA,NA,terraces,0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Abruptic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Abruptic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62745,14897168
NA,3,NA,Natroy,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Farmable under natural conditions,Yes,Poorly drained,91,198,305,NA,NA,NA,flood plains,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Aquic Chromoxererts",Vertisols,Xererts,Chromoxererts,Aquic Chromoxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62745,14897169
NA,85,NA,McDuff,Series,Yes,,,3,14,25,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,427,701,975,203,338,113,"mountains, mountains",0.16,0.16,0.16,7,9,11,1524,1905,2286,NA,NA,NA,145,173,200,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,High,High,"Clayey, mixed, mesic Typic Haplohumults",Ultisols,Humults,Haplohumults,Typic Haplohumults,clayey,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62748,14897172
NA,85,NA,Natroy,Series,Yes,,,0,1,2,NA,NA,NA,,5,48,6,NA,,,Farmable under natural conditions,Yes,Poorly drained,91,152,213,NA,NA,NA,"fans, terraces",0.09,0.16,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,High,"Very-fine, smectitic, mesic Aquic Chromoxererts",Vertisols,Xererts,Chromoxererts,Aquic Chromoxererts,very-fine,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62754,14897180
NA,5,NA,Bashaw,Series,No ,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,27,166,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62754,14897181
NA,5,NA,Courtney,Series,No ,,,0,2,3,NA,NA,NA,,3,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,53,149,244,NA,NA,NA,terraces,0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Abruptic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Abruptic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62754,14897182
NA,5,NA,Dayton,Series,No ,,,0,1,2,NA,NA,NA,,3,56,5,NA,,,Wooded under natural conditions,Yes,Poorly drained,76,99,122,NA,NA,NA,terraces,0.16,0.3,0.3,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62754,14897183
NA,85,NA,Natroy,Series,Yes,,,0,1,2,NA,NA,NA,,5,86,4,NA,,,Farmable under natural conditions,Yes,Poorly drained,91,152,213,NA,NA,NA,"fans, terraces",0.09,0.16,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,High,"Very-fine, smectitic, mesic Aquic Chromoxererts",Vertisols,Xererts,Chromoxererts,Aquic Chromoxererts,very-fine,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62755,14897184
NA,5,NA,Bashaw,Series,No ,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,27,166,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62755,14897185
NA,5,NA,Courtney,Series,No ,,,0,2,3,NA,NA,NA,,3,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,53,149,244,NA,NA,NA,terraces,0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Abruptic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Abruptic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62755,14897186
NA,5,NA,Dayton,Series,No ,,,0,1,2,NA,NA,NA,,3,56,5,NA,,,Wooded under natural conditions,Yes,Poorly drained,76,99,122,NA,NA,NA,terraces,0.16,0.3,0.3,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62755,14897187
NA,60,NA,Natroy,Series,Yes,,,0,1,2,NA,NA,NA,,5,48,6,NA,,,Farmable under natural conditions,Yes,Poorly drained,91,137,183,NA,NA,NA,"alluvial fans, terraces",0.09,0.16,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,High,"Very-fine, smectitic, mesic Aquic Chromoxererts",Vertisols,Xererts,Chromoxererts,Aquic Chromoxererts,very-fine,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62756,14897188
NA,30,NA,Urban land,Miscellaneous area,Yes,,,0,1,2,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,137,183,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62756,14897189
NA,2,NA,Awbrig,Series,No ,,,0,1,2,NA,NA,NA,,3,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,122,183,NA,NA,NA,terraces,0.3,0.3,0.37,10,11,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Vertic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Vertic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62756,14897190
NA,2,NA,Bashaw,Series,No ,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,27,166,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62756,14897191
NA,2,NA,Courtney,Series,No ,,,0,2,3,NA,NA,NA,,3,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,53,149,244,NA,NA,NA,terraces,0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Abruptic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Abruptic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62756,14897192
NA,2,NA,Conser,Series,No ,,,0,2,3,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,213,396,NA,NA,NA,stream terraces,0.23,0.23,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62756,14897193
NA,85,NA,Nekia,Series,Yes,,,2,7,12,NA,NA,NA,,2,48,6,NA,,,,No,Well drained,107,267,427,NA,NA,NA,hills,0.09,0.16,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,193,210,3,e,NA,3,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, active, mesic Xeric Haplohumults",Ultisols,Humults,Haplohumults,Xeric Haplohumults,fine,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62758,14897197
NA,85,NA,Nekia,Series,Yes,,,12,16,20,NA,NA,NA,,2,48,6,NA,,,,No,Well drained,107,267,427,338,90,203,hills,0.09,0.16,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,193,210,3,e,NA,3,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, active, mesic Xeric Haplohumults",Ultisols,Humults,Haplohumults,Xeric Haplohumults,fine,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62759,14897198
NA,85,NA,Nekia,Series,Yes,,,20,25,30,NA,NA,NA,,2,48,6,NA,,,,No,Well drained,107,267,427,180,0,180,hills,0.09,0.16,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,193,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, active, mesic Xeric Haplohumults",Ultisols,Humults,Haplohumults,Xeric Haplohumults,fine,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62760,14897199
NA,85,NA,Nekia,Series,Yes,,,30,40,50,NA,NA,NA,,2,48,6,NA,,,,No,Well drained,107,267,427,113,248,23,hills,0.09,0.16,0.16,11,12,12,1016,1270,1524,NA,NA,NA,165,193,210,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,High,"Fine, mixed, active, mesic Xeric Haplohumults",Ultisols,Humults,Haplohumults,Xeric Haplohumults,fine,,active,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62761,14897200
NA,55,NA,Bashaw,Series,Yes,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,91,122,152,NA,NA,NA,"alluvial fans, terraces",0.09,0.16,0.16,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,Xeric,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62762,14897201
NA,35,NA,Urban land,Miscellaneous area,Yes,,,0,1,1,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,122,152,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62762,14897202
NA,2,NA,Awbrig,Series,No ,,,0,1,2,NA,NA,NA,,3,38,7,NA,,,Farmable under natural conditions,Yes,Poorly drained,61,122,183,NA,NA,NA,terraces,0.3,0.3,0.37,10,11,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Vertic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Vertic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62762,14897203
NA,2,NA,Conser,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,213,396,NA,NA,NA,stream terraces,0.23,0.23,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62762,14897204
NA,2,NA,Courtney,Series,No ,,,0,2,3,NA,NA,NA,,3,38,7,NA,,,Farmable under natural conditions,Yes,Poorly drained,53,149,244,NA,NA,NA,terraces,0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Abruptic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Abruptic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62762,14897205
NA,2,NA,Natroy,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Farmable under natural conditions,Yes,Poorly drained,91,198,305,NA,NA,NA,flood plains,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Aquic Chromoxererts",Vertisols,Xererts,Chromoxererts,Aquic Chromoxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62762,14897206
NA,85,NA,Newberg,Series,Yes,,,0,2,3,NA,NA,NA,,5,86,3,NA,,,,No,Well drained,88,174,259,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,w,NA,2,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,A,Moderate,Low,"Coarse-loamy, mixed, mesic Fluventic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Fluventic Haploxerolls,coarse-loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62770,14897221
NA,85,NA,Newberg,Series,Yes,,,0,2,3,NA,NA,NA,,5,56,5,NA,,,,No,Well drained,88,501,914,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,w,NA,2,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,A,Low,Low,"Coarse-loamy, mixed, mesic Fluventic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Fluventic Haploxerolls,coarse-loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62771,14897222
NA,50,NA,Newberg,Series,Yes,,,0,2,3,NA,NA,NA,,5,86,3,NA,,,,No,Well drained,91,175,259,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,w,NA,2,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,A,Moderate,Low,"Coarse-loamy, mixed, mesic Fluventic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Fluventic Haploxerolls,coarse-loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62772,14897223
NA,35,NA,Urban land,Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,175,259,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62772,14897224
NA,45,NA,Ochrepts,Taxon above family,Yes,,,20,40,60,NA,NA,NA,,NA,NA,NA,NA,,,,No,Well drained,15,236,457,158,270,23,"terraces, terraces",NA,NA,NA,10,11,12.2,1016,1651,2286,NA,NA,NA,150,180,210,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,Ochrepts,Inceptisols,Ochrepts,,,not used,,,not used,not used,,cryic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62774,14897229
NA,40,NA,Umbrepts,Taxon above family,Yes,,,20,40,60,NA,NA,NA,,NA,NA,NA,NA,,,,No,Well drained,15,236,457,158,270,23,"terraces, terraces",NA,NA,NA,10,11,12.2,1016,1651,2286,NA,NA,NA,150,180,210,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,Umbrepts,Inceptisols,Umbrepts,,,not used,,,not used,not used,,cryic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62774,14897230
