comppct.l,comppct.r,comppct.h,compname,compkind,majcompflag,otherph,localphase,slope.l,slope.r,slope.h,slopelenusle.l,slopelenusle.r,slopelenusle.h,runoff,tfact,wei,weg,erocl,earthcovkind1,earthcovkind2,hydricon,hydricrating,drainagecl,elev.l,elev.r,elev.h,aspectccwise,aspectrep,aspectcwise,geomdesc,albedodry.l,albedodry.r,albedodry.h,airtempa.l,airtempa.r,airtempa.h,map.l,map.r,map.h,reannualprecip.l,reannualprecip.r,reannualprecip.h,ffd.l,ffd.r,ffd.h,nirrcapcl,nirrcapscl,nirrcapunit,irrcapcl,irrcapscl,irrcapunit,cropprodindex,constreeshrubgrp,wndbrksuitgrp,rsprod.l,rsprod.r,rsprod.h,foragesuitgrpid,wlgrain,wlgrass,wlherbaceous,wlshrub,wlconiferous,wlhardwood,wlwetplant,wlshallowwat,wlrangeland,wlopenland,wlwoodland,wlwetland,soilslippot,frostact,initsub.l,initsub.r,initsub.h,totalsub.l,totalsub.r,totalsub.h,hydgrp,corcon,corsteel,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,taxceactcl,taxreaction,taxtempcl,taxmoistscl,taxtempregime,soiltaxedition,castorieindex,flecolcomnum,flhe,flphe,flsoilleachpot,flsoirunoffpot,fltemik2use,fltriumph2use,indraingrp,innitrateleachi,misoimgmtgrp,vasoimgtgrp,mukey,cokey
NA,85,NA,Chapman,Series,Yes,,,0,2,3,NA,NA,NA,,4,48,6,NA,,,,No,Well drained,91,198,305,NA,NA,NA,stream terraces,0.23,0.23,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,1,,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Low,Low,"Fine-loamy, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,fine-loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62650,14897005
NA,45,NA,Chapman,Series,Yes,,,0,2,3,NA,NA,NA,,4,48,6,NA,,,,No,Well drained,91,198,305,NA,NA,NA,stream terraces,0.23,0.23,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,1,,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,B,Low,Low,"Fine-loamy, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,fine-loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62651,14897006
NA,40,NA,Urban land,Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,198,305,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62651,14897007
NA,85,NA,Chehalis,Series,Yes,NIRR,occasionally flooded,0,2,3,NA,NA,NA,,5,48,6,NA,,,,No,Well drained,88,197,305,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,w,NA,2,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,B,Low,Moderate,"Fine-silty, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,fine-silty,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62652,14897008
NA,50,NA,Chehalis,Series,Yes,NIRR,,0,2,3,NA,NA,NA,,5,48,6,NA,,,,No,Well drained,91,198,305,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,w,NA,2,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,B,Low,Moderate,"Fine-silty, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,fine-silty,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62653,14897009
NA,40,NA,Urban land,Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,198,305,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62653,14897010
NA,85,NA,Chehulpum,Series,Yes,,,3,8,12,NA,NA,NA,,2,48,6,NA,,,,No,Well drained,122,244,366,23,180,338,low hills,0.16,0.23,0.23,10,11,12,1016,1143,1270,NA,NA,NA,165,188,210,6,e,NA,4,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Low,"Loamy, mixed, mesic, shallow Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62654,14897011
NA,85,NA,Chehulpum,Series,Yes,,,12,26,40,NA,NA,NA,,2,48,6,NA,,,,No,Well drained,122,244,366,113,225,338,low hills,0.16,0.23,0.23,10,11,12,1016,1143,1270,NA,NA,NA,165,188,210,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,Low,"Loamy, mixed, mesic, shallow Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,loamy,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62655,14897012
NA,85,NA,Cloquato,Series,Yes,,,0,2,3,NA,NA,NA,,5,56,5,NA,,,,No,Well drained,88,166,244,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,B,Low,High,"Coarse-silty, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,coarse-silty,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62656,14897013
NA,45,NA,Cloquato,Series,Yes,,,0,2,3,NA,NA,NA,,5,56,5,NA,,,,No,Well drained,91,168,244,NA,NA,NA,flood plains,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,B,Low,High,"Coarse-silty, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,coarse-silty,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62658,14897015
NA,40,NA,Urban land,Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,168,244,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62658,14897016
NA,85,NA,Coburg,Series,Yes,,,0,2,3,NA,NA,NA,,5,48,6,NA,,,,No,Moderately well drained,91,168,244,NA,NA,NA,stream terraces,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,w,NA,2,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Low,High,"Fine, mixed, superactive, mesic Oxyaquic Argixerolls",Mollisols,Xerolls,Argixerolls,Oxyaquic Argixerolls,fine,,superactive,not used,mesic,Oxyaquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62659,14897017
NA,4,NA,Conser,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,213,396,NA,NA,NA,stream terraces,0.23,0.23,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62659,14897018
NA,55,NA,Coburg,Series,Yes,,,0,2,3,NA,NA,NA,,5,48,6,NA,,,,No,Moderately well drained,91,168,244,NA,NA,NA,stream terraces,0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,2,w,NA,2,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Low,High,"Fine, mixed, superactive, mesic Oxyaquic Argixerolls",Mollisols,Xerolls,Argixerolls,Oxyaquic Argixerolls,fine,,superactive,not used,mesic,Oxyaquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62660,14897019
NA,30,NA,Urban land,Miscellaneous area,Yes,,,0,2,3,NA,NA,NA,,NA,NA,NA,NA,,,,No,,91,168,244,NA,NA,NA,,NA,NA,NA,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,8,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62660,14897020
NA,4,NA,Conser,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,213,396,NA,NA,NA,stream terraces,0.23,0.23,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62660,14897021
NA,85,NA,Conser,Series,Yes,,,0,1,2,NA,NA,NA,,5,48,6,NA,,,Wooded under natural conditions,Yes,Poorly drained,91,122,152,NA,NA,NA,"depressions on stream terraces, drainageways on stream terraces",0.23,0.23,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C/D,Low,High,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62661,14897022
NA,5,NA,Awbrig,Series,No ,,,0,1,2,NA,NA,NA,,3,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,122,183,NA,NA,NA,terraces,0.3,0.3,0.37,10,11,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Vertic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Vertic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62661,14897023
NA,5,NA,Bashaw,Series,No ,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,27,166,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62661,14897024
NA,85,NA,Courtney,Series,Yes,,,0,2,3,NA,NA,NA,,3,38,7,NA,,,,Yes,Poorly drained,91,168,244,NA,NA,NA,"depressions on stream terraces, drainageways on stream terraces",0.16,0.16,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, smectitic, mesic Abruptic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Abruptic Argiaquolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62662,14897025
NA,4,NA,Awbrig,Series,No ,,,0,1,2,NA,NA,NA,,3,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,122,183,NA,NA,NA,terraces,0.3,0.3,0.37,10,11,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Vertic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Vertic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62662,14897026
NA,4,NA,Bashaw,Series,No ,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,27,166,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62662,14897027
NA,4,NA,Natroy,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Farmable under natural conditions,Yes,Poorly drained,91,198,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Aquic Chromoxererts",Vertisols,Xererts,Chromoxererts,Aquic Chromoxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62662,14897028
NA,80,NA,Cumley,Series,Yes,,,2,11,20,NA,NA,NA,,5,48,6,NA,,,,No,Moderately well drained,244,503,762,180,0,180,mountains,0.16,0.23,0.23,8,10,11,1524,1778,2023,NA,NA,NA,140,165,190,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,C,Moderate,High,"Clayey, mixed, mesic Typic Haplohumults",Ultisols,Humults,Haplohumults,Typic Haplohumults,clayey,,,not used,mesic,Oxyaquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62666,14897032
NA,4,NA,Minniece,Series,No ,,,0,4,8,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Somewhat poorly drained,244,579,914,NA,NA,NA,depressions,0.16,0.23,0.23,8,9,10,1524,1905,2286,NA,NA,NA,145,168,190,6,w,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Typic Umbraqualfs",Alfisols,Aqualfs,Umbraqualfs,Typic Umbraqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62666,14897033
NA,80,NA,Dayton,Series,Yes,,clay substratum,0,1,2,NA,NA,NA,,3,56,5,NA,,,Farmable under natural conditions,Yes,Poorly drained,91,107,122,NA,NA,NA,drainageways on terraces,0.16,0.3,0.3,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62669,14897036
NA,3,NA,Awbrig,Series,No ,,,0,1,2,NA,NA,NA,,3,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,61,122,183,NA,NA,NA,terraces,0.3,0.3,0.37,10,11,12,1016,1143,1270,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Vertic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Vertic Albaqualfs,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62669,14897037
NA,3,NA,Bashaw,Series,No ,,,0,1,1,NA,NA,NA,,5,86,4,NA,,,Wooded under natural conditions,Yes,Poorly drained,27,166,305,NA,NA,NA,flood plains,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Typic Pelloxererts",Vertisols,Xererts,Pelloxererts,Typic Pelloxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62669,14897038
NA,2,NA,Conser,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Wooded under natural conditions,Yes,Poorly drained,30,213,396,NA,NA,NA,stream terraces,0.23,0.23,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, mixed, mesic Typic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Typic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62669,14897039
NA,2,NA,Courtney,Series,No ,,,0,2,3,NA,NA,NA,,3,38,7,NA,,,Farmable under natural conditions,Yes,Poorly drained,53,149,244,NA,NA,NA,terraces,0.16,0.16,0.23,10,11,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Fine, smectitic, mesic Abruptic Argiaquolls",Mollisols,Aquolls,Argiaquolls,Abruptic Argiaquolls,fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62669,14897040
NA,2,NA,Natroy,Series,No ,,,0,1,2,NA,NA,NA,,5,38,7,NA,,,Farmable under natural conditions,Yes,Poorly drained,91,198,305,NA,NA,NA,terraces,0.09,0.16,0.16,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Moderate,Moderate,"Very-fine, smectitic, mesic Aquic Chromoxererts",Vertisols,Xererts,Chromoxererts,Aquic Chromoxererts,very-fine,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62669,14897041
NA,2,NA,Noti,Series,No ,,,0,2,3,NA,NA,NA,,4,56,5,NA,,,Wooded under natural conditions,Yes,Poorly drained,91,168,244,NA,NA,NA,depressions,0.16,0.23,0.23,11,12,12,1016,1270,1524,NA,NA,NA,165,188,210,4,w,NA,4,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,High,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, acid, mesic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,coarse-loamy over sandy or sandy-skeletal,,,acid,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62669,14897042
NA,2,NA,Pengra,Series,No ,,,1,3,4,NA,NA,NA,,5,48,6,NA,,,Wooded under natural conditions,Yes,Somewhat poorly drained,107,435,762,NA,NA,NA,alluvial fans,0.23,0.23,0.23,10,12,13,762,1143,1524,NA,NA,NA,160,198,235,3,w,NA,3,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,C,Moderate,Moderate,"Fine-silty over clayey, mixed, mesic Typic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Typic Haplaquolls,fine-silty over clayey,,,not used,mesic,,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62669,14897043
NA,85,NA,Dixonville,Series,Yes,,,3,8,12,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,107,328,549,68,180,293,"low hills, low hills",0.09,0.09,0.16,9,11,12,1016,1270,1524,NA,NA,NA,165,188,210,3,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Fine, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62675,14897050
NA,85,NA,Dixonville,Series,Yes,,,12,21,30,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,107,328,549,68,225,23,"low hills, low hills",0.09,0.09,0.16,9,11,12,1016,1270,1524,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Fine, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62676,14897051
NA,85,NA,Dixonville,Series,Yes,NORTH,,30,40,50,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,107,325,549,158,270,23,"low hills, low hills",0.09,0.09,0.16,9,11,12,1016,1270,1524,NA,NA,NA,165,188,210,6,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Fine, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62677,14897052
NA,35,NA,Dixonville,Series,Yes,,,12,24,35,NA,NA,NA,,3,48,6,NA,,,,No,Well drained,122,244,366,248,0,113,hills,0.09,0.09,0.16,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0,0,0,NA,NA,NA,D,Low,High,"Fine, mixed, mesic Pachic Ultic Argixerolls",Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine,,,not used,mesic,Typic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62678,14897053
NA,25,NA,Hazelair,Series,Yes,,,12,24,35,NA,NA,NA,,3,48,6,NA,,,,No,Moderately well drained,122,244,366,248,0,113,hills,0.16,0.16,0.23,11,12,12,1016,1143,1270,NA,NA,NA,165,188,210,4,e,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,0,0,0,NA,NA,NA,D,Moderate,High,"Very-fine, mixed, mesic Aquultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Aquultic Haploxerolls,very-fine,,,not used,mesic,Aquic,mesic,,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,62678,14897054
